id,id_produto,tipo,temperatura_ar,temperatura_processo,umidade_relativa,velocidade_rotacional,torque,desgaste_da_ferramenta,falha_maquina,FDF (Falha Desgaste Ferramenta),FDC (Falha Dissipacao Calor),FP (Falha Potencia),FTE (Falha Tensao Excessiva),FA (Falha Aleatoria)
28337,L54045,L,301.1,311.4,90.0,1801.0,27.7,47.0,Não,False,False,Não,False,Não
28338,L49558,L,299.1,308.5,90.0,1348.0,56.1,110.0,Não,0,False,não,False,Não
28339,L51310,L,-36.0,-38.0,90.0,1887.0,24.8,21.0,Não,False,False,Não,False,Não
28340,L53523,L,300.2,309.8,90.0,1447.0,41.2,6.0,Não,False,False,Não,False,não
28341,L56202,L,297.4,308.3,90.0,1675.0,26.6,171.0,Não,False,False,não,False,não
28342,L54847,L,300.5,311.6,90.0,1528.0,43.9,,Não,False,False,Não,False,Não
28343,L55045,L,300.5,312.0,90.0,1263.0,59.4,37.0,Não,False,False,Não,False,não
28344,L49865,L,299.8,309.4,90.0,1609.0,32.5,7.0,não,False,False,não,False,não
28345,L50720,L,301.9,310.9,90.0,1471.0,40.6,104.0,não,False,False,Não,False,não
28346,L55211,L,300.7,312.0,90.0,1564.0,33.8,4.0,Não,False,False,não,False,não
28347,L50678,L,-36.0,310.6,90.0,1448.0,43.9,128.0,não,0,False,Não,False,Não
28348,H33001,H,301.8,311.2,90.0,1444.0,50.4,156.0,Não,False,False,não,False,Não
28349,L50650,L,301.8,310.8,90.0,1574.0,42.8,56.0,Não,False,False,Não,False,não
28350,L48677,L,298.0,308.7,90.0,1403.0,55.7,50.0,Não,False,False,não,False,não
28351,L56101,L,297.1,308.1,90.0,1449.0,45.0,-202.0,Não,False,False,Não,False,Não
28352,L48448,L,298.0,309.5,90.0,1617.0,45.8,46.0,Não,False,False,Não,False,Não
28353,L47452,L,298.1,-38.0,90.0,1709.0,28.9,43.0,Não,0,False,Não,False,Não
28354,L53972,L,-36.0,310.7,90.0,1511.0,39.2,84.0,Não,False,False,Não,False,não
28355,H35327,H,300.7,-38.0,90.0,1510.0,52.3,9.0,Não,False,False,Não,False,Não
28356,L53189,L,-36.0,310.6,90.0,1609.0,40.2,26.0,não,False,False,não,False,não
28357,L54235,L,300.8,310.4,90.0,1612.0,33.3,122.0,Não,False,False,Não,False,Não
28358,L55983,L,297.4,308.5,90.0,-161.0,40.5,75.0,Não,False,False,não,False,Não
28359,M18005,M,300.5,310.0,90.0,1415.0,43.5,207.0,Não,False,False,não,False,Não
28360,L55284,L,300.3,311.8,90.0,1434.0,41.1,15.0,não,False,nao,Não,False,Não
28361,H38694,H,297.4,,90.0,-161.0,27.8,110.0,Não,False,False,não,False,Não
28362,L48893,L,298.2,307.7,90.0,1515.0,46.7,-202.0,Não,0,False,não,False,Não
28363,L47647,L,297.2,308.5,90.0,1742.0,28.4,127.0,Não,False,False,não,False,Não
28364,L50643,L,301.6,310.5,90.0,2000.0,19.8,50.0,Não,False,False,não,False,não
28365,M15887,M,296.4,307.3,90.0,-161.0,50.5,48.0,Não,False,False,Não,False,Não
28366,L53630,L,300.6,310.0,90.0,1408.0,46.7,179.0,Não,False,False,Não,False,Não
28367,H34454,H,-36.0,312.3,90.0,1422.0,43.9,-202.0,0,False,False,Não,False,Não
28368,L47187,L,298.1,308.6,90.0,1468.0,40.2,0.0,Não,False,False,Não,False,não
28369,L53256,L,300.9,310.7,90.0,1472.0,48.7,199.0,Não,False,False,Não,False,não
28370,L56196,L,297.2,308.1,90.0,1518.0,37.0,188.0,Não,False,False,Não,False,Não
28371,L48536,L,,309.9,90.0,1593.0,37.7,47.0,Não,False,False,não,False,Não
28372,L53758,L,301.5,310.6,90.0,1548.0,40.4,121.0,Não,0,False,não,False,não
28373,L51921,L,303.3,311.3,90.0,-161.0,40.4,10.0,Não,False,False,Não,False,não
28374,L50197,L,300.6,309.8,90.0,1364.0,51.0,171.0,não,False,False,Não,False,Não
28375,L50983,L,302.2,310.8,90.0,-161.0,40.6,60.0,Não,False,False,não,False,não
28376,L52345,L,304.2,313.4,90.0,1519.0,36.6,56.0,Não,False,False,Não,False,não
28377,M24334,M,299.2,309.9,90.0,1445.0,48.2,219.0,Não,False,False,Não,False,Não
28378,H39385,H,298.5,308.2,90.0,1827.0,26.2,164.0,Não,False,False,0,False,não
28379,M19147,M,301.7,309.9,90.0,1566.0,39.2,25.0,Não,False,False,Não,False,não
28380,M19495,M,303.0,311.2,90.0,1386.0,45.2,207.0,Não,False,False,não,False,Não
28381,M24031,M,297.7,308.8,90.0,1550.0,37.0,190.0,Não,False,False,não,False,0
28382,L54673,L,300.2,311.6,90.0,1430.0,45.4,37.0,não,False,False,não,False,Não
28383,L49551,L,299.2,308.5,90.0,1448.0,44.8,91.0,Não,False,False,não,False,não
28384,L49476,L,299.3,308.5,90.0,-161.0,52.4,120.0,não,False,nao,não,False,Não
28385,L55254,L,-36.0,312.0,90.0,,34.9,,não,False,False,Não,False,Não
28386,L53441,L,300.6,310.1,90.0,1610.0,33.2,10.0,Não,False,False,Não,False,não
28387,L49943,L,299.9,309.2,90.0,1491.0,47.5,216.0,não,False,False,Não,False,Não
28388,H31793,H,-36.0,308.5,94.00727943581724,1379.0,44.8,91.0,não,False,False,Não,False,não
28389,L54063,L,300.7,311.3,90.0,1619.0,31.3,107.0,não,False,False,Não,False,não
28390,L56924,L,298.8,310.1,90.0,1407.0,45.5,109.0,Não,False,False,Não,False,não
28391,M17778,M,300.7,309.5,90.0,1492.0,40.2,228.0,Sim,True,False,não,False,Não
28392,L50666,L,301.9,310.8,90.0,1650.0,32.1,94.0,Não,False,False,Não,False,Não
28393,M17862,M,300.6,309.9,90.0,1619.0,34.7,166.0,Não,False,False,Não,False,Não
28394,L56480,L,298.3,308.9,90.0,1367.0,41.9,92.0,Não,False,False,não,False,Não
28395,L47936,L,296.9,308.1,90.0,1584.0,38.4,199.0,Não,False,False,não,False,Não
28396,M21924,M,300.8,310.6,90.0,1380.0,44.4,21.0,Não,False,False,não,False,não
28397,L50351,L,300.4,309.6,90.0,1497.0,42.7,147.0,Não,False,False,Não,False,Não
28398,L50738,L,301.7,310.6,90.0,1524.0,43.6,106.0,não,N,False,não,False,não
28399,L55662,L,298.4,309.5,90.0,1512.0,38.5,106.0,não,False,False,Não,False,Não
28400,H37469,H,300.9,312.0,90.0,1596.0,37.7,54.0,Não,False,False,Não,False,não
28401,L54237,L,300.8,310.6,90.0,-161.0,39.1,144.0,Não,False,False,não,False,Não
28402,L52322,L,304.4,313.6,90.0,,45.0,0.0,Não,False,False,Não,False,Não
28403,L50922,L,-36.0,311.1,90.0,-161.0,33.2,-202.0,não,False,False,Não,False,Não
28404,L49056,L,298.3,308.0,90.0,1508.0,37.4,98.0,Não,False,False,Não,False,não
28405,L51100,L,302.2,311.2,90.0,1470.0,40.1,,Não,False,False,Não,False,Não
28406,L47789,L,298.1,309.9,90.0,1375.0,32.5,35.0,Não,False,False,Não,False,Não
28407,H39258,H,298.5,309.3,90.0,1566.0,39.8,28.0,Não,False,False,não,False,não
28408,L49818,L,299.8,309.2,90.0,1572.0,35.8,127.0,Não,False,False,Não,False,Não
28409,L48012,L,296.6,307.4,90.0,-161.0,53.6,173.0,não,False,False,não,False,não
28410,L54250,L,300.7,310.7,90.0,1653.0,28.9,191.0,Não,False,False,não,False,Não
28411,M20900,M,300.7,311.1,90.0,1438.0,46.6,68.0,Não,False,False,não,False,Não
28412,L52754,L,302.2,-38.0,90.0,1428.0,45.1,16.0,Não,False,False,não,False,Não
28413,L54262,L,300.7,310.3,90.0,-161.0,52.9,207.0,Não,False,False,não,False,Não
28414,H34536,H,304.1,-38.0,90.0,-161.0,29.8,156.0,Não,False,False,não,False,não
28415,H36744,H,299.8,-38.0,90.0,1519.0,36.6,-202.0,Não,False,False,não,False,Não
28416,M19822,M,303.9,312.7,90.0,1644.0,31.6,167.0,não,False,False,Não,False,Não
28417,L53939,L,301.7,310.8,90.0,1422.0,39.9,139.0,não,False,False,Não,False,Não
28418,L47507,L,297.7,308.5,90.0,2288.0,17.0,203.0,Não,False,False,Não,False,não
28419,L56427,L,298.2,308.9,90.0,-161.0,24.5,179.0,não,False,False,Não,False,não
28420,L49386,L,299.8,309.1,90.0,,43.8,107.0,não,False,False,Não,False,Não
28421,L54990,L,300.0,311.5,90.0,1675.0,32.0,123.0,não,False,False,não,False,não
28422,M18192,M,-36.0,310.8,90.0,1540.0,38.5,59.0,N,False,False,Não,False,Não
28423,L51317,L,301.9,310.2,90.0,1737.0,32.4,38.0,não,False,False,Não,False,Não
28424,L47419,L,,308.2,90.0,1496.0,39.0,9.0,Não,False,nao,não,False,Não
28425,L56164,L,-36.0,307.8,90.0,1564.0,34.1,181.0,não,False,False,Não,False,Não
28426,L50374,L,300.1,309.0,90.0,1454.0,51.7,2.0,não,False,False,Não,False,Não
28427,L54230,L,300.6,310.3,90.0,1756.0,27.5,15.0,Não,False,False,não,False,Não
28428,L47561,L,297.5,308.5,90.0,1548.0,40.4,129.0,não,False,False,Não,False,Não
28429,M19033,M,302.2,310.6,90.0,1411.0,47.7,134.0,N,False,False,Não,False,Não
28430,L49870,L,300.0,309.3,90.0,-161.0,26.0,7.0,não,False,False,Não,False,Não
28431,L54479,L,300.1,310.4,90.0,1818.0,23.9,18.0,Não,False,False,Não,False,não
28432,L47843,L,297.5,308.9,90.0,1469.0,38.8,185.0,Não,False,False,não,False,Não
28433,H34091,H,303.5,311.6,90.0,1666.0,30.0,80.0,Não,False,False,Não,False,Não
28434,L55571,L,298.6,309.6,90.0,-161.0,45.9,82.0,0,False,False,Não,False,Não
28435,L51911,L,303.3,311.2,90.0,1752.0,27.7,219.0,Não,False,False,Não,False,não
28436,M17893,M,300.7,309.7,90.0,1429.0,55.2,121.0,não,False,False,Não,False,não
28437,L56142,L,297.0,-38.0,90.0,1402.0,55.0,80.0,não,False,False,Não,False,Não
28438,L55619,L,298.6,309.9,90.0,1564.0,34.3,47.0,Não,False,False,Não,False,Não
28439,M16652,M,298.2,307.7,90.0,-161.0,45.2,49.0,Não,False,False,Não,False,Não
28440,M16334,M,298.5,-38.0,90.0,1483.0,44.8,130.0,não,False,False,não,False,Não
28441,M17863,M,300.6,309.5,90.0,1496.0,38.0,176.0,Não,False,False,Não,False,não
28442,M15390,M,298.5,309.5,90.0,1709.0,32.2,65.0,Não,False,False,não,False,Não
28443,L54769,L,300.4,311.1,90.0,1889.0,26.0,197.0,não,False,False,não,False,não
28444,L48846,L,297.9,307.9,90.0,-161.0,44.9,15.0,Não,False,False,Não,False,Não
28445,L48721,L,298.4,309.0,90.0,1521.0,37.9,18.0,não,False,0,Não,False,Não
28446,M24636,M,298.6,309.6,90.0,1794.0,27.6,-202.0,Não,False,False,não,False,Não
28447,L52041,L,303.5,312.3,90.0,1347.0,52.1,112.0,Não,False,False,Não,False,Não
28448,M21404,M,301.4,310.8,90.0,-161.0,36.9,97.0,Não,False,False,não,False,Não
28449,M21058,M,301.0,310.9,90.0,,43.7,59.0,0,False,0,Não,False,Não
28450,L54210,L,300.7,310.8,90.0,1473.0,39.3,69.0,0,False,False,Não,False,não
28451,L55270,L,-36.0,311.6,90.0,1558.0,38.8,153.0,Não,False,False,Não,False,Não
28452,L51377,L,302.4,311.0,90.0,1573.0,35.5,197.0,Não,False,False,Não,False,Não
28453,L55550,L,298.6,309.7,90.0,1332.0,61.4,125.0,não,False,False,Não,False,Não
28454,L49607,L,299.3,308.5,90.0,1493.0,35.6,33.0,Não,False,False,não,False,Não
28455,L56016,L,-36.0,308.9,90.0,1623.0,34.8,191.0,Não,False,False,Não,False,Não
28456,L48527,L,298.9,310.2,90.0,1451.0,44.1,16.0,Não,False,False,não,False,Não
28457,L52451,L,303.6,-38.0,90.0,1534.0,33.8,196.0,não,False,False,Não,False,Não
28458,M23173,M,298.9,310.0,90.0,1524.0,38.2,25.0,não,False,0,Não,False,não
28459,M15929,M,296.4,307.3,90.0,1906.0,22.6,158.0,Não,N,False,não,False,não
28460,L48588,L,298.9,310.1,90.0,-161.0,42.7,185.0,Não,False,False,0,False,não
28461,L50344,L,300.4,309.8,90.0,1685.0,31.3,152.0,Não,False,False,Não,False,Não
28462,M15482,M,298.4,310.2,90.0,-161.0,47.3,84.0,não,False,False,Não,False,Não
28463,L54495,L,299.8,310.4,90.0,,50.0,148.0,Não,False,nao,não,False,não
28464,M20918,M,300.9,310.8,90.0,1436.0,42.9,153.0,não,False,False,Não,False,não
28465,L54406,L,-36.0,309.6,90.0,1436.0,46.3,18.0,não,False,False,não,False,não
28466,L48490,L,-36.0,310.2,90.0,1636.0,50.2,160.0,Não,False,False,Não,False,Não
28467,H37737,H,298.7,310.0,90.0,1479.0,42.9,54.0,Não,False,False,Não,False,Não
28468,M18048,M,300.1,309.2,90.0,1605.0,33.7,211.0,não,False,False,não,False,Não
28469,M15999,M,297.0,307.9,90.0,1569.0,33.3,0.0,Não,False,False,Não,False,não
28470,M19202,M,301.8,309.8,90.0,1284.0,68.2,111.0,Não,False,False,não,False,Não
28471,M23142,M,298.9,310.4,90.0,1515.0,40.1,-202.0,Não,0,False,Não,False,Não
28472,L51955,L,303.4,312.1,90.0,1634.0,33.7,81.0,N,False,False,Não,False,Sim
28473,L53375,L,300.9,310.8,90.0,1563.0,34.5,197.0,N,False,False,Não,False,não
28474,L47897,L,297.4,308.7,90.0,1601.0,35.2,,Não,False,False,Não,False,não
28475,L48989,L,-36.0,307.3,90.0,1612.0,36.0,47.0,não,False,False,Não,False,Não
28476,L56258,L,-36.0,307.6,90.0,1728.0,30.2,98.0,Não,False,False,Não,False,Não
28477,M18147,M,301.2,310.1,90.0,1650.0,29.8,73.0,Não,False,False,não,False,não
28478,M17294,M,298.9,308.3,90.0,1475.0,40.2,33.0,0,False,False,0,False,Não
28479,L47997,L,296.8,307.6,90.0,1841.0,22.0,140.0,não,False,False,não,False,Não
28480,L54241,L,300.6,310.4,90.0,1446.0,42.5,155.0,Não,False,False,Não,False,não
28481,L48306,L,296.8,307.9,90.0,1706.0,29.1,-202.0,Não,False,False,Não,False,não
28482,L54404,L,299.8,309.6,90.0,1514.0,38.0,,Não,False,False,Não,False,Não
28483,L47390,L,298.4,-38.0,90.0,1566.0,39.9,192.0,Não,False,False,não,False,Não
28484,L49872,L,300.0,309.6,90.0,1432.0,42.8,41.0,N,False,False,N,False,não
28485,L48988,L,298.1,307.7,90.0,1662.0,28.3,-202.0,Não,False,False,Não,False,Não
28486,L47654,L,297.4,309.1,90.0,1478.0,43.9,16.0,não,False,False,Não,False,Não
28487,L51297,L,302.0,310.4,90.0,1420.0,48.5,-202.0,não,False,False,não,False,Não
28488,H31447,H,-36.0,308.5,90.0,1466.0,46.7,49.0,Não,False,False,Não,False,Não
28489,L55728,L,298.5,309.4,90.0,1510.0,38.3,71.0,não,False,False,Não,False,não
28490,L55439,L,,310.5,90.0,1494.0,43.5,,não,False,False,Não,False,Não
28491,L49598,L,,308.3,90.0,1660.0,34.4,166.0,não,False,False,Não,False,não
28492,L55735,L,298.5,309.3,90.0,1497.0,47.9,87.0,Não,False,False,Não,False,Não
28493,M18032,M,-36.0,309.6,90.0,1462.0,41.3,172.0,não,False,False,não,False,Não
28494,M24753,M,298.9,309.6,90.0,-161.0,35.8,166.0,Não,False,False,Não,False,Não
28495,M17688,M,300.4,309.4,90.0,1375.0,23.9,155.0,Não,False,False,Não,False,não
28496,L51577,L,302.4,310.2,90.0,1339.0,37.7,29.0,1,False,True,Não,False,não
28497,L54949,L,300.3,311.4,90.0,1543.0,35.8,23.0,não,False,False,não,False,Não
28498,L51746,L,302.8,310.8,90.0,1430.0,46.0,29.0,Não,False,False,não,False,não
28499,H37878,H,298.7,309.8,90.0,1383.0,50.1,181.0,Não,False,False,Não,False,não
28500,L54773,L,300.5,311.2,90.0,-161.0,42.8,-202.0,não,False,False,Não,False,Não
28501,H31691,H,299.2,308.4,90.0,1572.0,32.4,82.0,Não,False,False,Não,False,Não
28502,M16408,M,298.3,309.1,90.0,1559.0,34.7,-202.0,Não,False,False,0,False,Não
28503,M24112,M,298.1,309.1,90.0,-161.0,42.3,,Não,False,False,Não,False,Não
28504,M23225,M,298.7,309.8,90.0,1589.0,35.3,-202.0,Não,False,False,não,False,não
28505,L55108,L,300.6,311.7,90.0,1497.0,41.9,198.0,Não,False,False,Não,False,não
28506,L52474,L,303.9,313.1,90.0,1601.0,35.9,,Não,False,False,Não,False,não
28507,M21468,M,301.5,310.9,90.0,1604.0,34.2,19.0,Não,False,False,Não,False,não
28508,L56221,L,297.3,308.3,90.0,1570.0,35.2,56.0,Não,False,False,Não,False,Não
28509,H35511,H,-36.0,310.8,90.0,-161.0,32.0,202.0,não,False,False,Não,False,não
28510,L54837,L,300.5,311.6,90.0,,30.0,175.0,Não,False,False,não,False,não
28511,L50408,L,,309.3,90.0,1475.0,46.8,94.0,Não,False,False,Não,False,sim
28512,H34804,H,302.8,312.8,90.0,1459.0,45.9,223.0,Não,False,False,Não,False,Não
28513,L54599,L,300.1,311.4,90.0,1610.0,36.2,37.0,não,False,False,Não,False,Não
28514,L53048,L,301.5,311.0,90.0,1531.0,45.3,101.0,não,False,False,não,False,Não
28515,L57008,L,298.4,309.3,90.0,1481.0,38.0,201.0,Não,False,False,não,False,não
28516,L50925,L,302.3,311.4,90.0,1492.0,42.5,-202.0,Não,False,False,Não,False,Não
28517,H39002,H,299.0,310.4,90.0,1694.0,30.0,144.0,Não,False,False,não,False,Não
28518,L55124,L,,311.7,90.0,1411.0,49.0,10.0,Não,False,False,Não,False,não
28519,L55429,L,299.2,310.6,90.0,1822.0,23.2,188.0,Não,False,False,Não,False,Não
28520,L53050,L,-36.0,311.0,90.0,1842.0,23.2,105.0,não,False,False,não,False,não
28521,L48315,L,-36.0,307.9,90.0,1650.0,29.8,133.0,não,False,False,Não,False,Não
28522,L47598,L,297.4,308.4,90.0,1617.0,31.1,171.0,não,False,False,não,False,Não
28523,L47354,L,298.3,308.1,90.0,1562.0,58.3,83.0,Não,False,nao,não,False,não
28524,L54011,L,301.1,311.0,90.0,1565.0,44.7,183.0,Não,False,False,Não,False,Não
28525,L56602,L,298.1,308.5,90.0,1351.0,54.9,27.0,Não,False,False,não,False,Não
28526,L54212,L,-36.0,310.9,90.0,1723.0,31.0,83.0,não,0,False,não,False,não
28527,L49596,L,299.1,308.5,90.0,1573.0,37.9,7.0,Não,False,False,Não,False,não
28528,L51219,L,301.9,310.5,90.0,1377.0,48.9,106.0,Não,False,False,N,False,não
28529,L47721,L,297.4,309.4,90.0,1542.0,36.8,96.0,Não,False,False,Não,False,não
28530,L49571,L,299.1,,90.0,1485.0,40.4,142.0,Não,False,False,Não,False,não
28531,L51992,L,303.4,-38.0,90.0,1434.0,37.9,203.0,não,False,False,não,False,não
28532,L55663,L,298.3,309.4,90.0,1618.0,31.5,96.0,Não,False,False,não,False,Não
28533,H32281,H,300.6,309.4,90.0,1662.0,28.2,5.0,Não,False,False,Não,False,Não
28534,L56257,L,297.3,308.1,90.0,1762.0,26.1,-202.0,Não,False,nao,Não,False,não
28535,L51338,L,301.9,310.4,90.0,1889.0,21.5,64.0,Não,False,False,Não,False,Não
28536,L53290,L,300.7,310.9,90.0,1534.0,41.3,190.0,Não,False,False,Não,False,0
28537,L48482,L,-36.0,310.2,90.0,1577.0,36.1,-202.0,Não,False,False,não,False,não
28538,L51359,L,302.3,310.9,90.0,1349.0,43.2,33.0,sim,False,True,Não,False,não
28539,L50463,L,-36.0,309.9,90.0,1601.0,35.2,0.0,0,0,False,Não,False,Não
28540,L56938,L,298.6,309.8,90.0,2271.0,44.2,218.0,Sim,True,False,Não,False,Não
28541,L55293,L,300.3,311.8,90.0,1422.0,46.6,3.0,Não,False,False,não,False,Não
28542,L54309,L,300.7,310.2,90.0,1650.0,31.1,107.0,não,False,False,não,False,Não
28543,M22709,M,-36.0,311.6,90.0,1632.0,31.4,197.0,Não,False,False,não,False,Não
28544,M21352,M,300.7,309.9,90.0,1641.0,28.0,31.0,não,False,False,Não,False,Não
28545,L47234,L,-36.0,309.0,90.0,-161.0,30.1,119.0,não,False,False,não,False,Não
28546,L54825,L,300.5,311.4,90.0,1530.0,29.3,129.0,não,False,False,não,False,não
28547,L54869,L,300.6,311.6,90.0,1706.0,29.1,141.0,não,False,False,não,False,não
28548,L51970,L,303.7,312.7,90.0,1431.0,40.4,-202.0,não,False,False,Não,False,Não
28549,L47672,L,297.5,309.3,90.0,1452.0,43.4,195.0,Não,False,False,Não,False,Não
28550,M18943,M,302.0,-38.0,90.0,1597.0,36.4,114.0,não,False,False,Não,False,-
28551,L55321,L,299.6,-38.0,90.0,1393.0,47.7,78.0,Não,False,False,não,False,0
28552,L49834,L,299.9,309.5,90.0,1567.0,49.8,131.0,Não,False,False,Não,False,não
28553,L53570,L,300.3,309.6,90.0,-161.0,55.0,135.0,0,False,False,não,False,Não
28554,L50237,L,300.1,309.2,90.0,1364.0,53.1,166.0,não,False,False,Não,False,Não
28555,M23511,M,297.4,308.4,90.0,-161.0,43.3,,Não,False,False,Não,False,não
28556,M24620,M,298.5,309.6,90.0,1550.0,45.3,15.0,Não,False,False,Não,False,Não
28557,L48891,L,298.2,307.8,90.0,1551.0,36.9,70.0,Não,False,False,N,False,Não
28558,L51698,L,302.4,310.4,90.0,1701.0,30.0,123.0,não,False,False,0,False,não
28559,L51135,L,302.3,311.3,90.0,1446.0,47.3,59.0,Não,0,False,Não,False,Não
28560,M16081,M,297.0,308.1,90.0,1655.0,31.6,152.0,Não,False,False,Não,False,Não
28561,L52965,L,301.7,311.1,90.0,1334.0,51.9,128.0,Não,N,False,Não,False,Não
28562,L52888,L,302.2,-38.0,90.0,1374.0,50.0,141.0,Não,False,False,Não,False,Não
28563,L48489,L,298.9,310.2,90.0,1622.0,31.1,158.0,Não,False,False,não,False,Não
28564,L55639,L,298.7,309.9,90.0,1550.0,38.5,42.0,Não,False,False,Não,False,Não
28565,L52999,L,301.3,311.0,90.0,1541.0,36.9,208.0,Não,N,False,Não,False,Não
28566,L50669,L,301.9,,90.0,1662.0,31.0,101.0,Não,False,False,Não,False,Não
28567,H32875,H,-36.0,310.4,90.0,1553.0,41.7,30.0,não,False,False,não,False,não
28568,L51305,L,302.1,-38.0,90.0,1340.0,44.0,7.0,sim,False,1,Não,False,não
28569,L48195,L,296.2,307.2,90.0,2003.0,20.1,20.0,Não,False,False,não,False,Não
28570,M20734,M,301.4,311.1,90.0,1389.0,58.9,115.0,não,False,False,não,False,Não
28571,M23743,M,298.0,309.1,90.0,1479.0,45.1,96.0,Não,False,False,Não,False,não
28572,M22835,M,301.2,312.3,90.0,1548.0,38.3,197.0,Não,False,False,Não,False,não
28573,L48470,L,298.6,309.7,90.0,1617.0,45.8,113.0,Não,False,False,Não,False,não
28574,L55304,L,-36.0,311.4,90.0,1438.0,45.3,35.0,não,False,False,não,False,não
28575,L47648,L,-36.0,308.7,90.0,1469.0,31.6,-202.0,não,False,False,0,False,Não
28576,L50548,L,301.5,310.7,90.0,1728.0,58.5,23.0,Não,False,False,não,False,Não
28577,H30248,H,296.8,307.7,90.0,1440.0,50.7,177.0,Não,N,False,Não,False,não
28578,L47602,L,-36.0,308.3,90.0,1333.0,55.9,23.0,não,False,False,Não,False,não
28579,L56461,L,298.2,308.9,90.0,1596.0,36.2,49.0,não,False,False,Não,False,Não
28580,M17647,M,300.3,309.6,90.0,1448.0,38.4,187.0,não,False,False,Não,False,Não
28581,L56579,L,297.9,308.4,90.0,1401.0,53.0,57.0,Não,False,False,não,False,não
28582,M22827,M,-36.0,312.2,90.0,1627.0,,69.0,Não,False,False,não,False,Não
28583,M18537,M,302.4,-38.0,90.0,1466.0,53.6,165.0,não,False,False,Não,False,Não
28584,L55199,L,301.0,312.1,90.0,1430.0,39.9,2.0,Não,False,0,Não,False,não
28585,L50089,L,-36.0,309.6,90.0,1592.0,30.5,,N,False,False,Não,False,Não
28586,L56764,L,299.2,310.5,90.0,1381.0,50.9,17.0,Não,False,False,não,False,não
28587,L51023,L,302.5,311.1,90.0,-161.0,29.1,167.0,Não,False,False,Não,False,não
28588,L53217,L,300.7,311.0,90.0,,38.9,188.0,não,False,False,Não,False,Não
28589,L52696,L,302.6,311.9,90.0,1471.0,45.9,65.0,não,False,False,Não,False,não
28590,L55521,L,298.8,309.8,90.0,1751.0,32.3,137.0,0,False,False,Não,False,Não
28591,L54005,L,-36.0,310.9,90.0,1438.0,25.1,166.0,Não,False,False,Não,False,0
28592,L54157,L,300.7,-38.0,90.0,1589.0,32.6,135.0,Não,False,False,Não,False,Não
28593,L54581,L,299.8,310.8,90.0,1604.0,35.1,154.0,Não,False,False,não,False,Não
28594,M21983,M,-36.0,310.6,90.0,1618.0,30.0,92.0,não,False,False,Não,False,Não
28595,L54137,L,300.7,,90.0,1378.0,52.5,85.0,não,False,False,Não,False,não
28596,L49817,L,299.9,309.6,90.0,1467.0,40.7,126.0,Não,False,False,Não,False,não
28597,L51427,L,302.6,311.0,90.0,1495.0,38.7,93.0,Não,False,False,Não,False,Não
28598,L55739,L,298.5,-38.0,90.0,1519.0,40.0,96.0,não,False,False,Não,False,Não
28599,M19840,M,303.7,312.8,90.0,-161.0,47.4,59.0,não,False,False,Não,False,não
28600,L51138,L,302.2,311.4,90.0,1479.0,36.8,34.0,não,False,False,não,False,não
28601,M23751,M,297.7,-38.0,90.0,1517.0,40.1,116.0,Não,False,False,Não,False,não
28602,L56272,L,297.2,308.1,90.0,1568.0,36.2,204.0,Não,False,False,não,False,Não
28603,L49789,L,299.4,309.2,90.0,1472.0,42.8,,Não,False,False,Não,False,Não
28604,L56164,L,297.1,307.8,90.0,-161.0,22.4,-202.0,Não,0,False,não,False,Não
28605,L52892,L,302.2,311.7,90.0,-161.0,44.8,154.0,Não,False,False,Não,False,não
28606,M22307,M,-36.0,311.9,90.0,1555.0,38.2,-202.0,não,False,False,Não,False,Não
28607,L55983,L,297.4,308.6,90.0,1486.0,48.6,75.0,0,False,False,não,False,Não
28608,H31622,H,299.8,309.2,90.0,1635.0,35.6,111.0,não,-,False,Não,False,não
28609,L48962,L,-36.0,-38.0,90.0,1571.0,48.6,48.0,não,False,False,não,False,Não
28610,L51483,L,301.7,310.1,90.0,1435.0,48.1,12.0,Não,False,False,Não,False,Não
28611,H35901,H,300.6,309.8,90.0,1541.0,36.2,171.0,Não,False,False,Não,False,não
28612,L49117,L,298.1,308.0,90.0,1412.0,42.4,-202.0,Não,False,False,não,False,não
28613,M23561,M,297.3,308.7,90.0,1664.0,30.7,56.0,Não,False,False,Não,False,não
28614,L49181,L,298.4,308.2,90.0,1445.0,43.4,11.0,Não,False,False,Não,False,Não
28615,M15541,M,297.7,309.0,90.0,1656.0,35.2,-202.0,Não,False,False,não,False,Não
28616,M20505,M,-36.0,,90.0,1591.0,34.2,192.0,Não,False,False,Não,False,não
28617,L50420,L,300.9,-38.0,90.0,1462.0,41.8,124.0,não,False,False,Não,False,não
28618,M19928,M,304.3,313.3,90.0,1438.0,39.0,14.0,não,False,False,Não,False,Não
28619,L52010,L,-36.0,-38.0,90.0,1889.0,22.5,30.0,Não,False,False,Não,False,Não
28620,H30208,H,296.8,307.9,90.0,1548.0,34.3,77.0,Não,False,False,Não,False,Não
28621,L48917,L,298.4,307.9,90.0,-161.0,27.3,164.0,não,False,False,não,False,Não
28622,H34591,H,304.0,313.1,90.0,1388.0,53.2,13.0,Não,False,False,Não,False,Não
28623,L54248,L,300.7,310.6,90.0,1523.0,42.8,174.0,não,False,False,Não,False,não
28624,M23988,M,297.5,308.6,90.0,1486.0,45.9,-202.0,Não,False,False,Não,False,não
28625,M23105,M,299.0,310.4,90.0,1387.0,57.4,111.0,não,False,False,Não,False,Não
